        Email,Address,Avatar,Time on App,Time on Website,Length of Membership,Yearly Amount Spent,Total Purchases,Discounts,Customer_id,Date,Tier_Membership,Time Revisited,Demographics,Location,Feedback/Ratings,Category_Liked,Gender
martinezleah@carter.com,"8456 Joseph Locks Suite 926Christopherport, TN 57784",PaleGreen,12.78,35.55,3.23,527.78,482.18,0.12,8249837,2023-01-15,Medium,10,19,Pune,3.6,Survival,Female
steven00@combs.com,"64460 Morris FordsGonzalesmouth, MI 40832",RosyBrown,12.96,37.95,3.35,547.19,835.67,0.23,9098743,2021-07-03,Medium,50,28,Delhi,4.8,Free to Play,Male
blakekent@smith-pena.com,"3933 Brooke PointJohnsonburgh, DE 22659-3488",Crimson,9.95,37.35,3.22,410.6,499.88,0.12,1128794,2022-04-22,Regular,3,30,Kalyan,4,Battle Royale,Female
amanda03@yahoo.com,"313 Lisa Loop Apt. 543North Jenniferchester, MN 58819",Brown,13.13,35.43,3.79,583.98,336.22,0.23,1208437,2023-08-11,Medium,48,18,Mumbai,4.5,Building & Automation,Male
brandonsmith@yahoo.com,"62106 Nathan Mountain Suite 505North Matthewborough, AZ 32092-6122",Gold,11.52,36.19,3.56,474.53,968.29,0.12,1419843,2021-08-28,Medium,41,22,Pune,4.2,Third-Person Shooter,Male
thardy@perry.com,"39209 Cooper Neck Apt. 541Tylermouth, ME 94450",SeaGreen,10.97,34.57,2.93,414.94,635.77,0.23,3129842,2022-12-25,Medium,12,17,Chennai,3.9,First-Person Shooter,Female
michael86@yahoo.com,"87270 Garrett Cliffs Suite 361Brooksberg, MO 26555-2502",LightYellow,13.53,38.95,3.05,550.81,447.19,0.12,4059837,2023-03-09,Medium,4,21,Delhi,4.6,Strategy,Male
ulee@wells.com,"309 Singleton HollowMatthewhaven, NJ 68776-7477",LemonChiffon,12.04,34.49,2.74,458.78,414.73,0.23,5038742,2021-10-14,Regular,46,24,Kalyan,3.7,Puzzle,Female
judithsmith@jimenez.biz,"186 Anthony RouteGordonview, AS 78120-4633",DarkOrange,10.94,36.17,2.78,407.54,855.69,0.12,6298742,2022-08-02,Medium,11,26,Varanasi,4.9,Story-Rich,Male
nblack@smith-romero.biz,"00615 Tracy IslandsNew Marcfort, MO 87297-7431",LightCyan,12.66,37.03,4.33,581.31,615.46,0.23,7318942,2021-06-12,Free Trial,49,34,Srinagar,3.5,Singleplayer,Male
michaelcampbell@yahoo.com,"96480 White Lane Suite 521Pattersonhaven, OR 39409-4561",Gray,11.73,36.88,3.42,546.56,379.16,0.12,8368743,2022-01-28,Medium,14,25,Aurangabad,4.4,Multiplayer Horror,Female
rcarter@crane-thompson.org,"14064 Frazier Hills Apt. 176Amyborough, MP 77858-0018",MediumVioletRed,11.92,37.32,3.34,503.18,957.87,0.23,9158743,2023-06-05,Medium,7,27,Dhanbad,4.7,Mystery & Detective,Male
dwhite@gmail.com,"02136 White Grove Suite 418Marytown, DE 70033",OrangeRed,11.51,37.13,4.66,549.13,257.93,0.12,1138794,2021-11-22,Medium,21,29,Amritsar,3.8,Open World,Female
vancemichelle@gmail.com,"6586 Reginald Crest Apt. 061North Josephfort, NM 55275",DeepPink,12.42,36.16,3.22,482.83,898.32,0.23,1238743,2022-09-09,Medium,31,33,Navi Mumbai,4.1,Sci-Fi & Cyberpunk,Female
kylemelendez@hotmail.com,"2749 Cunningham Flat Apt. 838Derekberg, OH 45288",DeepPink,13.89,38.38,3.77,557.61,561.82,0.12,1458743,2023-02-19,Regular,0,16,Allahabad,4.3,Space,Female
richard35@hale-duncan.net,"33940 Craig Throughway Apt. 334Martinview, IL 62015-0314",GhostWhite,12.85,37.87,3.42,484.88,420.64,0.23,3248342,2021-09-10,Medium,28,31,Ranchi,3.6,Survival,Male
waltonkaren@gmail.com,"355 Villegas Isle Apt. 070West Jenniferview, NM 26775-4339",Green,10.89,35.57,6.12,669.99,946.21,0.12,4088742,2022-03-31,Medium,8,20,Howrah,4.8,Free to Play,Female
contrerastiffany@gmail.com,"439 Todd Summit Apt. 478Mooreland, AR 31655",CadetBlue,12.91,36.05,3.49,547.71,538.38,0.23,5119837,2023-07-20,Medium,25,23,Coimbatore,4,Battle Royale,Male
rogerstiffany@wilson-horne.com,"30700 Justin PortsPort David, PA 52171-5921",DarkOliveGreen,11.57,38.92,4.08,537.83,438.22,0.12,6438742,2021-07-31,Regular,39,32,Jabalpur,4.5,Building & Automation,Female
waltercharles@sanders.net,"291 Stephen Glens Apt. 532Jacquelineton, NJ 53606-5656",IndianRed,11.97,37.2,2.83,408.22,355.99,0.23,7438742,2022-05-14,Medium,22,35,Gwalior,4.2,Third-Person Shooter,Male
john96@chan-anderson.biz,"04290 Barron SquareLaurenmouth, AS 79917-9544",Snow,13.08,37.33,5.41,663.07,902.84,0.12,8478342,2021-12-21,Medium,6,19,Vijayawada,3.9,First-Person Shooter,Male
bushsharon@barber.com,"0013 Andre FieldWhitebury, AZ 68447-6306",DarkSeaGreen,11.96,36.52,3.45,506.38,608.69,0.23,9288742,2022-11-03,Free Trial,26,18,Jodhpur,4.6,Strategy,Female
nicolegay@jennings.com,"50718 Timothy LightGarciaport, SC 60266-6696",BlueViolet,13.25,37.31,2.94,528.42,456.76,0.12,1148794,2023-04-17,Medium,27,22,Madurai,3.7,Puzzle,Male
rchambers@hotmail.com,"53964 Weaver Brook Suite 861Stevensonshire, NY 18128",OliveDrab,13.09,38.32,4.75,632.12,289.44,0.23,1248743,2021-10-30,Regular,1,27,Raipur,4.9,Story-Rich,Female
gomezalicia@hotmail.com,"506 Allison Cove Apt. 766Weeksstad, AS 71308",MediumSpringGreen,12.53,36.69,3.53,488.27,959.83,0.12,1478743,2022-07-07,Free Trial,15,28,Kota,3.5,Singleplayer,Male
potterkenneth@strickland.com,"2559 Harris Pines Apt. 514Michaelshire, ME 21753-8834",MediumSlateBlue,11.24,37.05,3.9,508.74,557.29,0.23,3378942,2021-08-14,Regular,16,25,Guwahati,4.4,Multiplayer Horror,Male
charlesjackson@brady-fuller.net,"3802 Veronica CausewayEast Patrickfurt, DC 84522",GhostWhite,12.07,35.57,2.4,411.19,424.88,0.12,4189842,2022-02-26,Medium,29,17,Chandigarh,4.7,Mystery & Detective,Female
jacquelinewest@pace-herrera.com,"592 Villanueva VillageWoodsstad, AK 20530",Purple,12.05,38.51,2.85,409.09,249.84,0.23,5208742,2023-06-19,Regular,20,24,Solapur,3.8,Open World,Male
stevenjohnson@yahoo.com,"PSC 4427, Box 6116APO AP 87584-5187",SandyBrown,11.23,37,3.78,467.8,763.13,0.12,6568742,2021-11-29,Medium,37,21,Hubballi-Dharwad,4.1,Sci-Fi & Cyberpunk,Female
johnsonchelsea@gmail.com,"19270 Velasquez CovesBoylechester, AZ 51480",LightCyan,11.91,35.19,4.35,512.17,541.29,0.23,7538742,2022-09-23,Free Trial,38,30,Bareilly,4.3,Space,Female
jenniferjenkins@jones.com,USNS JacobsFPO AE 71507-1312,LightSalmon,13.05,38.78,4.57,608.27,380.47,0.12,8548742,2023-03-17,Medium,17,33,Moradabad,3.6,Survival,Female
ebutler@rogers-gonzalez.com,"001 Estrada UnionLewismouth, TN 47360",Chartreuse,13,36.99,4.62,589.03,709.55,0.23,9438742,2021-06-23,Medium,44,34,Mysuru,2,Free to Play,Male
ellenlucas@cox.org,"86268 Davis CornerNorth Danielview, CT 59551-9382",DarkGoldenRod,11.52,35.94,3.01,444.05,222.88,0.12,1158794,2022-01-10,Medium,45,29,Gurgaon,4,Battle Royale,Female
elizabethnunez@vasquez-nelson.net,"209 Andrew ViaductPort Anna, OR 01627-8037",Cornsilk,10.31,36.73,4.79,493.18,991.92,0.23,1268743,2023-07-28,Regular,34,16,Aligarh,4.5,Building & Automation,Male
ramirezjacob@turner.com,"19704 Kaitlin FlatWest Andrewtown, VI 38642",Magenta,12.43,37.63,4.33,532.72,554.76,0.12,1528743,2021-09-02,Regular,19,31,Jalandhar,4.2,Third-Person Shooter,Female
brian51@cook.info,"0508 Terrance CliffRebekahtown, NC 48724-8308",SaddleBrown,10.75,38.79,1.43,275.92,324.88,0.23,3489842,2022-04-11,Medium,32,20,Tiruchirappalli,3.9,First-Person Shooter,Male
victoriajohnson@gmail.com,"2082 Christopher Place Apt. 081Cynthiahaven, HI 99393-8910",DarkViolet,11.02,37.64,4.14,511.04,882.92,0.12,4288742,2021-12-08,Medium,47,19,Bhubaneswar,4.6,Strategy,Male
lawrencewalton@hotmail.com,"584 Patterson FallsWest Alicia, DE 45751",Chocolate,12.22,36.95,2.91,438.42,518.91,0.23,5348742,2022-10-29,Free Trial,9,32,Salem,3.7,Puzzle,Female
ashleymoreno@gmail.com,"11430 Meza Green Suite 037Martinezborough, FL 40624-8726",DarkViolet,12.33,37.07,3.98,475.73,396.11,0.12,6698742,2023-05-12,Regular,30,26,Warangal,4.9,Story-Rich,Male
wesleyvance@moore.com,"210 Johnson Street Suite 717New Bethanyborough, MO 84817",Magenta,10.81,36.01,3.7,483.54,365.22,0.23,7638742,2021-08-03,Medium,36,23,Guntur,3.5,Singleplayer,Female
edwardbrown@yahoo.com,"2971 Angela IslandLake Timothychester, NE 48734-6685",HotPink,12.14,37.14,5.84,663.8,936.67,0.12,8618742,2022-12-31,Medium,5,18,Bhiwandi,4.4,Multiplayer Horror,Male
youngellen@hotmail.com,"994 Joel Highway Suite 216New Jessicafort, UT 14179",DodgerBlue,12.94,36.73,4.56,544.41,672.89,0.23,9588742,2023-02-06,Medium,13,35,Saharanpur,4.7,Mystery & Detective,Male
robin80@yahoo.com,"928 Bailey RoadEast Mary, DE 11678-5634",Turquoise,13.3,36.39,4.49,630.16,371.29,0.12,1168794,2021-10-07,Free Trial,42,27,Gorakhpur,3.8,Open World,Female
dana59@hotmail.com,"31927 Jill MountainSouth Jessica, MN 63418",Blue,10.4,36.68,3.86,461.11,724.88,0.23,1288743,2022-07-25,Medium,18,24,Bikaner,4.1,Sci-Fi & Cyberpunk,Male
bwilliams@hotmail.com,"1549 Walker Passage Apt. 463West Calvin, AZ 03144",PaleVioletRed,11.89,37.86,3.05,491.91,233.12,0.12,1558743,2021-06-05,Medium,3,21,Amravati,4.3,Space,Female
whitetyler@anderson-avery.com,"4547 Stafford Throughway Apt. 178North Patrick, MD 60768-4837",MidnightBlue,11.59,36.46,4.65,574.42,949.63,0.23,3578942,2022-02-18,Medium,24,28,Noida,3.6,Survival,Female
rwilliams@trujillo.biz,"54560 Thompson Creek Apt. 029New Brianville, FL 84430-8588",BlanchedAlmond,13.27,37.24,4.02,530.77,577.29,0.12,4388742,2023-06-29,Regular,40,33,Jamshedpur,4.8,Free to Play,Female
randall85@williams.com,"5086 Morales Islands Apt. 099New Patricia, IL 78823",Black,12.99,39.67,3.97,581.8,327.88,0.23,5458742,2021-11-15,Medium,23,25,Bhilai,4,Battle Royale,Male
kevin45@mathews.net,"02393 Baker FallsNew Georgeport, ND 36338-5110",DodgerBlue,14.04,37.02,3.74,556.3,792.39,0.12,6798742,2022-09-05,Medium,2,22,Cuttack,4.5,Building & Automation,Female
deborah48@white.com,"1693 Gary Mission Suite 479Lake Kelly, MO 68205",DarkGreen,11.91,38.42,3.38,502.13,589.87,0.23,7738742,2023-04-10,Medium,10,17,Firozabad,4.2,Third-Person Shooter,Male
hoganrichard@george.com,"4929 Michelle GroveLake Alexis, MT 92147-1660",BlanchedAlmond,11.14,38.4,4.6,556.19,437.27,0.12,8688742,2021-07-18,Medium,35,34,Kochi,3.9,First-Person Shooter,Female
kelly24@lewis.info,"983 Ross GlenWest Jessica, NJ 42860-5757",Bisque,12.9,36.61,2.22,475.07,339.88,0.23,9738742,2022-03-11,Medium,46,30,Nellore,4.6,Strategy,Male
katherinegray@yahoo.com,"685 Sexton Ranch Suite 125Lake Robertshire, NE 04469-3024",Cyan,12.39,35.63,4.29,486.95,941.22,0.12,1178794,2023-08-22,Medium,48,19,Bhavnagar,3.7,Puzzle,Male
efoster@williamson-boyd.org,"4968 Bennett ManorsRogerschester, IL 81579-8333",Lavender,11.82,36.31,2.12,434.14,675.29,0.23,1328743,2021-09-16,Medium,14,16,Dehradun,4.9,Story-Rich,Female
jordandavid@gmail.com,"61502 Parker Vista Apt. 363Jonesshire, GU 33532",Violet,10.99,36.35,0.94,304.14,384.12,0.12,1628743,2022-05-03,Regular,50,31,Durgapur,3.8,Singleplayer,Male
sanchezamber@scott-patterson.com,"257 Hunt ManorsSouth Charlottefort, CT 15033",Fuchsia,14.13,37.02,3.76,571.22,714.88,0.23,3689842,2021-12-28,Medium,41,29,Asansol,4.1,Multiplayer Horror,Female
tinayoung@hotmail.com,"83995 Owens Course Apt. 747South Jennifer, NJ 29942",MistyRose,11.91,36.09,4,583.08,288.83,0.12,4488742,2022-11-16,Free Trial,28,32,Rourkela,4.3,Mystery & Detective,Male
alicia28@fuller.com,"8055 Robinson Brooks Apt. 657Walterview, KY 83019",CadetBlue,11.48,39.24,3.53,445.75,938.17,0.23,5578742,2023-01-31,Medium,49,20,Nanded,3.6,Open World,Male
rileyalejandro@gmail.com,Unit 1475 Box 4215DPO AE 39546-5591,LightSteelBlue,10.05,37.18,3.54,392.99,538.29,0.12,6898742,2021-10-21,Regular,7,26,Kolhapur,4.8,Sci-Fi & Cyberpunk,Female
oliviamarshall@sawyer-sellers.com,Unit 5934 Box 9748DPO AA 37361-3043,Brown,12.43,37.31,4.16,565.99,356.91,0.23,7848742,2022-08-15,Free Trial,4,18,Ajmer,4,Space,Male
hortonrobert@hotmail.com,"31309 Stacey Keys Apt. 979South Jason, KS 35357",Salmon,11.97,36.83,3.55,499.14,765.23,0.12,8798742,2021-06-29,Medium,1,27,Akola,4.5,Survival,Female
montgomerycheyenne@hotmail.com,"1812 Sandra Shoal Apt. 350Amandamouth, SC 87794-1628",FireBrick,11.12,36.98,4.13,510.54,512.29,0.23,9888742,2022-01-16,Medium,11,23,Gulbarga,4.2,Free to Play,Female
martinkristi@sanchez-coleman.com,"PSC 1893, Box 7023APO AA 73445",Lime,8.67,35.91,2.25,308.53,408.88,0.12,1188794,2023-07-07,Medium,12,24,Jamnagar,3.9,Battle Royale,Female
jefferycampbell@gmail.com,"381 Ashley Locks Suite 366North Migueltown, TX 09795-0494",GreenYellow,12.5,37.65,4.05,561.52,397.19,0.23,1368743,2021-08-09,Free Trial,21,21,Ujjain,4.6,Building & Automation,Male
webertom@phelps.com,"189 Crawford Hill Apt. 746New Madison, WV 14108-4333",DarkOrchid,12.13,35.46,3.07,423.47,932.83,0.12,1678743,2022-04-03,Medium,33,22,Loni,3.7,Third-Person Shooter,Female
aschmidt@johnson.biz,Unit 1743 Box 8085DPO AE 47693-8164,Blue,11.73,35.63,4.33,513.15,668.38,0.23,3778742,2021-11-01,Medium,37,28,Siliguri,4.9,First-Person Shooter,Male
lisadelgado@gmail.com,"57993 Jennifer Unions Suite 685Emilyville, OK 53366-2375",Olive,11.95,36.49,3.94,529.19,393.76,0.12,4598742,2022-10-12,Medium,27,33,Jhansi,3.5,Strategy,Female
sharongraves@yahoo.com,"73098 Ronald PortCliffordborough, MO 37479-9244",Wheat,12.56,37.81,0.27,314.44,722.45,0.23,5658742,2023-05-05,Free Trial,26,34,Ulhasnagar,4.4,Puzzle,Male
flevine@gmail.com,"5292 Melanie Crescent Apt. 064Fischerborough, NV 85721-5045",AliceBlue,12.48,37.68,3.28,478.58,245.68,0.12,6998742,2021-07-09,Regular,38,25,Nizamabad,4.7,Story-Rich,Male
rskinner@johnson-jefferson.com,"24725 Neal LockCynthiaville, NY 51578",OliveDrab,12.59,37.68,2.57,444.58,976.43,0.23,7948742,2022-02-06,Regular,16,17,Belagavi,3.8,Singleplayer,Female
kiarakim@harris.org,"1502 Gonzalez ThroughwayKathrynchester, FM 86014-7194",Linen,10.95,37.65,3.83,475.02,554.29,0.12,8848742,2023-06-15,Medium,15,35,Mangaluru,4.1,Multiplayer Horror,Male
rachelrodriguez@lara-waters.com,"35466 Tommy StreamPort Daniellemouth, KS 68863-6330",LightSlateGray,11.48,36.84,2.4,436.72,345.88,0.23,9998742,2021-09-06,Medium,0,19,Ambattur,4.3,Mystery & Detective,Female
dbrown@gmail.com,"76666 Kathy LocksPort Susan, ME 64335",Indigo,11.12,36.81,4.03,521.2,870.92,0.12,1198794,2022-03-20,Medium,6,20,Tirunelveli,3.6,Open World,Male
mary45@gmail.com,"33213 Tanner Knolls Apt. 519Whiteborough, OR 37119-7790",Lime,10.97,37.72,3.63,478.18,514.77,0.23,1428743,2023-08-05,Free Trial,47,16,Malegaon,4.8,Sci-Fi & Cyberpunk,Male
marcusleach@floyd.org,Unit 3998 Box 4348DPO AA 37629,SteelBlue,11.59,36.32,3.19,432.48,421.76,0.12,1738743,2022-12-15,Medium,9,31,Gaya,4,Space,Female
lmunoz@yahoo.com,"2100 Austin Camp Apt. 943Anthonymouth, WV 24243-3781",Olive,10.71,35.77,3.39,438.3,362.88,0.23,3868742,2021-10-17,Free Trial,25,26,Jalgaon,4.5,Survival,Male
dvasquez@wiley.com,"967 Chloe Springs Suite 554Lake Ashley, GA 03230",HoneyDew,11.08,34.78,2.57,388.94,927.82,0.12,4788742,2022-07-31,Medium,31,29,Udaipur,4.2,Free to Play,Female
dylanmartin@hotmail.com,"42644 Helen Keys Apt. 103Jessicahaven, KS 89406-1960",MidnightBlue,12.95,37.03,3.47,534.77,670.29,0.23,5788742,2021-06-19,Medium,19,21,Maheshtala,3.9,Battle Royale,Female
xkaufman@gmail.com,"02342 Melissa IslandsSmithhaven, KS 68335",DarkViolet,10.57,36.86,4.2,537.92,399.61,0.12,7098742,2022-02-01,Medium,22,18,Tirupur,4.6,Building & Automation,Female
jasonhensley@yahoo.com,"97262 Brian SkywayLake Marissa, GU 96859",Sienna,11.66,37.43,2.09,407.88,730.17,0.23,8048742,2023-06-22,Free Trial,30,22,Davanagere,3.7,Third-Person Shooter,Male
gstrong@hotmail.com,"7875 Landry Road Apt. 947Brownshire, NC 10074-7735",Pink,13.59,36.84,3.61,618.85,254.29,0.12,8918742,2021-11-10,Free Trial,18,27,Kozhikode,4.9,First-Person Shooter,Female
arnoldsamuel@wilson.com,"949 Tapia ViaductMartinezfurt, CT 79271-8205",LightSkyBlue,11.37,35.26,4.03,502.77,965.13,0.23,1008894,2022-09-01,Regular,8,28,Akbarpur,3.5,Strategy,Male
scottrose@yahoo.com,"50639 Sarah Isle Apt. 268Yangmouth, MO 05540",SaddleBrown,11.23,37.21,2.32,397.42,557.88,0.12,1208894,2023-04-26,Regular,17,25,Kurnool,4.4,Puzzle,Female
salazarkaren@hotmail.com,"51173 Burton Wall Apt. 417Prestonville, NY 37002",SteelBlue,10.29,36.93,3.49,392.29,317.14,0.23,1518894,2021-08-24,Medium,43,24,Rajpur Sonarpur,4.7,Story-Rich,Male
susanibarra@yahoo.com,"426 Scott Radial Apt. 065Abigailstad, MS 16590-2222",Thistle,14.12,38.41,5.32,689.24,778.84,0.12,3988742,2022-04-07,Free Trial,5,23,Rajahmundry,3.8,Singleplayer,Male
nhenry@hotmail.com,"3874 Harper PlazaNorth Nancy, ME 96802-9462",BlanchedAlmond,12.42,37.67,3.13,543.13,595.29,0.23,4888742,2021-12-18,Medium,34,33,Bokaro Steel City,4.1,Multiplayer Horror,Female
millerrachel@gallagher-nichols.com,Unit 4742 Box 9517DPO AE 67219-3123,Turquoise,10.77,34.65,4.99,577.74,402.88,0.12,5878742,2022-10-05,Medium,36,17,South Dumdum,4.3,Mystery & Detective,Male
garciakevin@gmail.com,"845 Colleen WaysLake Matthewview, VT 65340-3159",Orange,12.66,36.37,1.73,436.58,378.72,0.23,7198742,2023-05-18,Regular,14,30,Bellary,3.6,Open World,Female
philliproberson@yahoo.com,Unit 0373 Box 8981DPO AA 89902,Beige,12.67,37.49,3.7,553.99,929.17,0.12,8098742,2021-07-14,Medium,32,32,Patiala,4.8,Sci-Fi & Cyberpunk,Male
kstafford@estes-nguyen.com,"PSC 4856, Box 1297APO AA 17032-7944",YellowGreen,13.97,36.67,1.79,427.36,669.38,0.23,8958742,2022-01-21,Medium,20,34,Gopalpur,4,Space,Male
kennethperry@bowen.org,"272 Frederick LodgeEast Andrew, FL 07414",SlateGray,11.51,36.6,3.02,424.73,365.27,0.12,1018894,2023-07-12,Regular,41,35,Agartala,4.5,Survival,Female
prussell@lopez.com,"9985 Wolf PassBrandimouth, CA 63346",Bisque,11.41,36.38,4.04,541.05,722.88,0.23,1218894,2021-09-13,Medium,2,19,Bhagalpur,4.2,Free to Play,Male
mosleyjacob@yahoo.com,"PSC 1790, Box 8872APO AE 01821-4769",Orange,12.26,38.86,3.14,469.38,238.29,0.12,1588894,2022-03-06,Medium,3,31,Muzaffarnagar,3.9,Battle Royale,Female
rhaas@yahoo.com,"4502 Jennifer Prairie Suite 029Lake Jesse, LA 02328-3633",DimGray,12.71,36.17,2.56,444.55,945.83,0.23,4098742,2023-08-28,Free Trial,13,16,Bhatpara,4.6,Building & Automation,Female
antonioharris@hotmail.com,"4307 Nicholas Drive Apt. 259Ramirezberg, AS 59832",MediumBlue,13.47,37.07,2.38,492.56,568.77,0.12,4988742,2022-12-05,Regular,24,27,Panihati,3.7,Third-Person Shooter,Female
austinthomas@gmail.com,"5855 Gross Burgs Suite 169Ballland, AS 98525",AntiqueWhite,11.19,36.3,4.3,535.32,332.69,0.23,5988742,2021-10-03,Medium,44,20,Latur,4.9,First-Person Shooter,Male
bethsullivan@reed.net,"80500 Mary Corners Apt. 225Wallsville, ME 80526",Beige,11.25,38.68,2.09,408.96,823.93,0.12,7298742,2022-07-19,Regular,39,25,Varanasi,3.5,Strategy,Female
ncummings@yahoo.com,"344 Jessica StravenueNew Brian, MA 04730-6761",Beige,12.36,36.17,4.09,487.56,551.88,0.23,8188742,2021-06-27,Regular,23,22,Srinagar,4.4,Puzzle,Male
hking@hotmail.com,"85181 Christian Courts Suite 758Larryfurt, MS 38722-6766",PeachPuff,11.76,36.88,3.52,487.65,412.49,0.12,9098742,2022-02-10,Medium,45,29,Aurangabad,3,Story-Rich,Female
annstone@hotmail.com,"543 Reynolds BurgMelindaberg, KY 46631",LightPink,11.76,38.13,1.82,402.17,352.12,0.23,1028894,2023-06-08,Free Trial,10,18,Dhanbad,3.8,Singleplayer,Male
christopher44@hotmail.com,"549 Anna AvenuePort Laura, CA 76209-9339",WhiteSmoke,11.55,35.77,4.18,551.02,915.76,0.12,1228894,2021-11-25,Medium,42,21,Amritsar,4.1,Multiplayer Horror,Male
autumn88@mendoza-mills.com,"214 Obrien Lakes Suite 572South Jeremy, KS 52867-7617",MediumOrchid,12.48,35.54,3.39,497.39,663.29,0.23,1628894,2022-09-15,Medium,1,26,Navi Mumbai,4.3,Mystery & Detective,Female
dhudson@ramos.net,"5661 Grant CentersStevensfurt, CT 53959",Olive,11.73,36.07,4.43,494.64,393.41,0.12,4198742,2023-04-02,Medium,35,23,Allahabad,3.6,Open World,Male
egomez@hotmail.com,"768 Riley Pine Apt. 624Kellymouth, OK 98992-3108",MistyRose,12.21,37.2,2.91,479.25,715.56,0.23,5088742,2021-08-18,Regular,48,28,Ranchi,4.8,Sci-Fi & Cyberpunk,Female
kimberlyruiz@smith-gordon.com,"503 Adams Pines Apt. 638North Ashleyside, AZ 34687-6128",DarkRed,11.9,36.87,2.78,462.66,226.83,0.12,6098742,2022-03-21,Medium,50,33,Howrah,4,Space,Male
mooremichelle@logan.com,"07813 Randy PointLake Thomasberg, MO 06013-9920",Pink,12.22,36.36,3.45,515.5,934.17,0.23,7398742,2021-12-15,Free Trial,46,32,Coimbatore,4.5,Survival,Male
aaron22@gmail.com,"38678 Sean Drive Suite 293Karentown, IA 78306-2717",DarkGray,12.01,36.53,4.71,576.48,547.76,0.12,8298742,2022-10-26,Medium,4,17,Jabalpur,4.2,Free to Play,Female
michelleshepherd@price.com,"6820 Erica Vista Apt. 418Brightside, IA 50639",Orchid,11.91,36.06,1.23,357.86,324.88,0.23,9198742,2023-05-09,Medium,12,24,Gwalior,3.9,Battle Royale,Male
zscott@wright.com,"9909 Hoffman Ranch Suite 195Scotthaven, SC 53575",PeachPuff,12.13,38.19,4.02,597.74,769.92,0.12,1038894,2021-07-05,Free Trial,7,30,Vijayawada,4.6,Building & Automation,Female
tracy79@wheeler.net,"513 Moore Crescent Apt. 416Amandaberg, GU 03655-2219",Magenta,11.31,37.13,1.71,327.38,565.29,0.23,1238894,2022-01-12,Medium,28,34,Jodhpur,3.7,Third-Person Shooter,
brian28@sanchez.org,"7446 Mary FerryLake Sherryfurt, GA 49066-0207",GhostWhite,11.61,37.68,3.16,510.4,391.99,0.12,1668894,2023-07-01,Regular,29,19,Madurai,4.9,First-Person Shooter,Male
leonardhancock@hotmail.com,"64147 Alexander Station Apt. 474East Jasonview, MN 83788",SeaShell,11.69,36.81,3.45,510.5,351.88,0.23,4288742,2021-09-01,Medium,27,35,Raipur,3.5,Strategy,Female
davidsonkathleen@gmail.com,"70128 Zimmerman OverpassRobertsshire, VA 59860",DarkBlue,11.2,37.84,2.21,403.82,938.12,0.12,5188742,2022-03-14,Medium,31,31,Kota,4.4,Puzzle,Male
nathan84@lowery.net,"01242 Stephanie Ways Suite 003Churchville, MO 35617",MediumSeaGreen,12.63,35.54,5.41,627.6,655.29,0.23,6188742,2023-08-16,Medium,26,20,Guwahati,4.7,Story-Rich,Female
kellydeborah@chan.biz,"354 Sanchez Wall Suite 884Juliabury, VI 39735",DarkTurquoise,13.35,37.97,2.77,510.66,381.43,0.12,7498742,2022-11-22,Regular,30,18,Chandigarh,3.8,Singleplayer,Male
lewisjessica@craig-evans.com,"4483 Jones Motorway Suite 872Lake Jamiefurt, UT 75292",Tan,13.57,36.42,3.75,573.85,728.64,0.23,8388742,2021-10-10,Medium,21,64,Solapur,4.1,Multiplayer Horror,Male
katrina56@gmail.com,"172 Owen Divide Suite 497West Richard, CA 19320",PaleVioletRed,11.7,37.19,3.58,529.05,219.11,0.12,9298742,2022-07-03,Free Trial,49,71,Hubballi-Dharwad,4.3,Mystery & Detective,Female
dale88@hotmail.com,"0787 Andrews Ranch Apt. 633South Chadburgh, TN 56128",Cornsilk,11.5,38.33,4.96,551.62,955.13,50,1048894,2021-06-15,Medium,33,41,Bareilly,3.6,Open World,Male
cwilson@hotmail.com,"680 Jennifer Lodge Apt. 808Brendachester, TX 05000-5873",Teal,12.39,36.84,2.34,456.47,535.29,80,1248894,2022-01-29,Free Trial,22,30,Moradabad,4.8,Sci-Fi & Cyberpunk,Female
hannahwilson@davidson.com,"49791 Rachel Heights Apt. 898East Drewborough, OR 55919-9528",DarkMagenta,12.42,35.77,2.74,497.78,316.88,78,1708894,2023-06-01,Regular,1,24,Mysuru,4,Space,Female
